DATE,TIME,QUERY_RAW_PHRASE,ITEM_COUNT,LOG_TIME
2020-07-13,14:16:04,DC/DC 5V 1W,918,298
2020-07-13,14:16:03,"1kV 0,001kW 100kohm",1,41
2020-07-13,14:16:02,5kV 10W 2500mA,7,44
2020-07-13,14:15:02,kabel,79893,681
2020-07-04,21:01:04,DC/DC 5V 1W,918,359
2020-07-04,21:01:03,"1kV 0,001kW 100kohm",1,41
2020-07-04,21:01:01,5kV 10W 2500mA,7,58
2020-07-04,21:00:02,kabel,80843,679
2020-07-04,20:46:04,DC/DC 5V 1W,918,354
2020-07-04,20:46:03,"1kV 0,001kW 100kohm",1,33
2020-07-04,20:46:01,5kV 10W 2500mA,7,49
2020-07-04,20:45:02,kabel,80843,754
2020-07-04,20:31:04,DC/DC 5V 1W,918,335
2020-07-04,20:31:03,"1kV 0,001kW 100kohm",1,40
2020-07-04,20:31:02,5kV 10W 2500mA,7,66
2020-07-04,20:30:02,kabel,80843,651
2020-07-04,20:16:04,DC/DC 5V 1W,918,323
2020-07-04,20:16:03,"1kV 0,001kW 100kohm",1,52
2020-07-04,20:16:01,5kV 10W 2500mA,7,52
2020-07-04,20:15:02,kabel,80843,641
2020-07-04,20:01:04,DC/DC 5V 1W,918,317
2020-07-04,20:01:03,"1kV 0,001kW 100kohm",1,43
2020-07-04,20:01:02,5kV 10W 2500mA,7,50
2020-07-04,20:00:02,kabel,80843,616
2020-07-04,19:46:04,DC/DC 5V 1W,918,284
2020-07-04,19:46:03,"1kV 0,001kW 100kohm",1,34
2020-07-04,19:46:02,5kV 10W 2500mA,7,36
2020-07-04,19:45:02,kabel,80843,666
2020-07-04,19:31:04,DC/DC 5V 1W,918,286
2020-07-04,19:31:03,"1kV 0,001kW 100kohm",1,53
2020-07-04,19:31:01,5kV 10W 2500mA,7,40
2020-07-04,19:30:02,kabel,80843,724
2020-07-04,19:16:04,DC/DC 5V 1W,918,351
2020-07-04,19:16:03,"1kV 0,001kW 100kohm",1,42
2020-07-04,19:16:02,5kV 10W 2500mA,7,49
2020-07-04,19:15:02,kabel,80843,668
2020-07-04,19:01:04,DC/DC 5V 1W,918,266
2020-07-04,19:01:03,"1kV 0,001kW 100kohm",1,48
2020-07-04,19:01:01,5kV 10W 2500mA,7,46
2020-07-04,19:00:02,kabel,80843,667
2020-07-04,18:46:04,DC/DC 5V 1W,918,370
2020-07-04,18:46:03,"1kV 0,001kW 100kohm",1,43
2020-07-04,18:46:02,5kV 10W 2500mA,7,37
2020-07-04,18:45:02,kabel,80843,643
2020-07-04,18:31:04,DC/DC 5V 1W,918,307
2020-07-04,18:31:03,"1kV 0,001kW 100kohm",1,51
2020-07-04,18:31:02,5kV 10W 2500mA,7,54
2020-07-04,18:30:02,kabel,80843,670
2020-07-04,18:16:04,DC/DC 5V 1W,918,300
2020-07-04,18:16:03,"1kV 0,001kW 100kohm",1,44
2020-07-04,18:16:01,5kV 10W 2500mA,7,51
2020-07-04,18:15:02,kabel,80843,630
2020-07-04,18:01:03,DC/DC 5V 1W,918,285
2020-07-04,18:01:03,"1kV 0,001kW 100kohm",1,41
2020-07-04,18:01:01,5kV 10W 2500mA,7,45
2020-07-04,18:00:02,kabel,80843,651
2020-07-04,17:46:04,DC/DC 5V 1W,918,304
2020-07-04,17:46:03,"1kV 0,001kW 100kohm",1,48
2020-07-04,17:46:02,5kV 10W 2500mA,7,52
2020-07-04,17:45:03,kabel,80843,642
2020-07-04,17:31:04,DC/DC 5V 1W,918,301
2020-07-04,17:31:03,"1kV 0,001kW 100kohm",1,43
2020-07-04,17:31:02,5kV 10W 2500mA,7,40
2020-07-04,17:30:02,kabel,80843,652
2020-07-04,17:16:04,DC/DC 5V 1W,918,303
2020-07-04,17:16:03,"1kV 0,001kW 100kohm",1,39
2020-07-04,17:16:02,5kV 10W 2500mA,7,44
2020-07-04,17:15:02,kabel,80843,667
2020-07-04,17:01:04,DC/DC 5V 1W,918,322
2020-07-04,17:01:03,"1kV 0,001kW 100kohm",1,37
2020-07-04,17:01:01,5kV 10W 2500mA,7,47
2020-07-04,17:00:02,kabel,80843,590
2020-07-04,16:46:04,DC/DC 5V 1W,918,305
2020-07-04,16:46:04,"1kV 0,001kW 100kohm",1,38
2020-07-04,16:46:02,5kV 10W 2500mA,7,39
2020-07-04,16:45:02,kabel,80843,685
2020-07-04,16:31:05,DC/DC 5V 1W,918,328
2020-07-04,16:31:04,"1kV 0,001kW 100kohm",1,44
2020-07-04,16:31:02,5kV 10W 2500mA,7,37
2020-07-04,16:30:03,kabel,80843,594
2020-07-04,16:16:04,DC/DC 5V 1W,918,302
2020-07-04,16:16:03,"1kV 0,001kW 100kohm",1,60
2020-07-04,16:16:02,5kV 10W 2500mA,7,75
2020-07-04,16:15:03,kabel,80843,838
2020-07-04,16:01:05,DC/DC 5V 1W,918,373
2020-07-04,16:01:04,"1kV 0,001kW 100kohm",1,44
2020-07-04,16:01:02,5kV 10W 2500mA,7,53
2020-07-04,16:00:02,kabel,80843,642
2020-07-04,15:46:04,DC/DC 5V 1W,918,309
2020-07-04,15:46:03,"1kV 0,001kW 100kohm",1,36
2020-07-04,15:46:01,5kV 10W 2500mA,7,36
2020-07-04,15:45:02,kabel,80843,689
2020-07-04,15:31:04,DC/DC 5V 1W,918,361
2020-07-04,15:31:03,"1kV 0,001kW 100kohm",1,43
2020-07-04,15:31:02,5kV 10W 2500mA,7,49
2020-07-04,15:30:02,kabel,80843,635
2020-07-04,15:16:04,DC/DC 5V 1W,918,333
2020-07-04,15:16:03,"1kV 0,001kW 100kohm",1,39
2020-07-04,15:16:01,5kV 10W 2500mA,7,49
2020-07-04,15:15:02,kabel,80843,666
2020-07-04,15:01:04,DC/DC 5V 1W,918,306
2020-07-04,15:01:04,"1kV 0,001kW 100kohm",1,48
2020-07-04,15:01:02,5kV 10W 2500mA,7,66
2020-07-04,15:00:03,kabel,80843,628
2020-07-04,14:46:04,DC/DC 5V 1W,918,324
2020-07-04,14:46:03,"1kV 0,001kW 100kohm",1,41
2020-07-04,14:46:02,5kV 10W 2500mA,7,54
2020-07-04,14:45:03,kabel,80843,642
2020-07-04,14:31:04,DC/DC 5V 1W,918,304
2020-07-04,14:31:03,"1kV 0,001kW 100kohm",1,40
2020-07-04,14:31:01,5kV 10W 2500mA,7,45
2020-07-04,14:30:02,kabel,80843,679
2020-07-04,14:16:03,DC/DC 5V 1W,918,279
2020-07-04,14:16:03,"1kV 0,001kW 100kohm",1,42
2020-07-04,14:16:01,5kV 10W 2500mA,7,37
2020-07-04,14:01:04,DC/DC 5V 1W,918,314
2020-07-04,14:01:03,"1kV 0,001kW 100kohm",1,44
2020-07-04,14:01:02,5kV 10W 2500mA,7,41
2020-07-04,14:00:02,kabel,80843,708
2020-07-04,13:46:04,DC/DC 5V 1W,918,323
2020-07-04,13:46:04,"1kV 0,001kW 100kohm",1,45
2020-07-04,13:46:02,5kV 10W 2500mA,7,38
2020-07-04,13:45:03,kabel,80843,695
2020-07-04,13:31:04,DC/DC 5V 1W,918,314
2020-07-04,13:31:03,"1kV 0,001kW 100kohm",1,63
2020-07-04,13:31:02,5kV 10W 2500mA,7,54
2020-07-04,13:30:02,kabel,80843,607
2020-07-04,13:16:04,DC/DC 5V 1W,918,282
2020-07-04,13:16:03,"1kV 0,001kW 100kohm",1,49
2020-07-04,13:16:01,5kV 10W 2500mA,7,46
2020-07-04,13:15:02,kabel,80843,723
2020-07-04,13:01:04,DC/DC 5V 1W,918,330
2020-07-04,13:01:03,"1kV 0,001kW 100kohm",1,53
2020-07-04,13:01:02,5kV 10W 2500mA,7,44
2020-07-04,13:00:02,kabel,80843,610
2020-07-04,12:46:04,DC/DC 5V 1W,918,300
2020-07-04,12:46:03,"1kV 0,001kW 100kohm",1,31
2020-07-04,12:46:02,5kV 10W 2500mA,7,46
2020-07-04,12:45:02,kabel,80843,689
2020-07-04,12:31:05,DC/DC 5V 1W,918,320
2020-07-04,12:31:04,"1kV 0,001kW 100kohm",1,39
2020-07-04,12:31:02,5kV 10W 2500mA,7,46
2020-07-04,12:30:03,kabel,80843,686
2020-07-04,12:16:04,DC/DC 5V 1W,918,303
2020-07-04,12:16:03,"1kV 0,001kW 100kohm",1,69
2020-07-04,12:16:02,5kV 10W 2500mA,7,51
2020-07-04,12:15:02,kabel,80843,602
2020-07-04,12:01:04,DC/DC 5V 1W,918,313
2020-07-04,12:01:03,"1kV 0,001kW 100kohm",1,37
2020-07-04,12:01:01,5kV 10W 2500mA,7,46
2020-07-04,12:00:03,kabel,80843,723
2020-07-04,11:46:04,DC/DC 5V 1W,918,274
2020-07-04,11:46:04,"1kV 0,001kW 100kohm",1,60
2020-07-04,11:46:02,5kV 10W 2500mA,7,38
2020-07-04,11:45:03,kabel,80843,685
2020-07-04,11:31:04,DC/DC 5V 1W,918,299
2020-07-04,11:31:03,"1kV 0,001kW 100kohm",1,46
2020-07-04,11:31:02,5kV 10W 2500mA,7,47
2020-07-04,11:30:02,kabel,80843,729
2020-07-04,11:16:04,DC/DC 5V 1W,918,303
2020-07-04,11:16:03,"1kV 0,001kW 100kohm",1,42
2020-07-04,11:16:01,5kV 10W 2500mA,7,49
2020-07-04,11:15:03,kabel,80843,673
2020-07-04,11:01:04,DC/DC 5V 1W,918,327
2020-07-04,11:01:03,"1kV 0,001kW 100kohm",1,41
2020-07-04,11:01:02,5kV 10W 2500mA,7,45
2020-07-04,11:00:02,kabel,80843,633
2020-07-04,10:46:04,DC/DC 5V 1W,918,299
2020-07-04,10:46:03,"1kV 0,001kW 100kohm",1,35
2020-07-04,10:46:01,5kV 10W 2500mA,7,48
2020-07-04,10:45:03,kabel,80843,690
2020-07-04,10:31:04,DC/DC 5V 1W,918,314
2020-07-04,10:31:03,"1kV 0,001kW 100kohm",1,48
2020-07-04,10:31:02,5kV 10W 2500mA,7,47
2020-07-04,10:30:02,kabel,80843,625
2020-07-04,10:16:04,DC/DC 5V 1W,918,305
2020-07-04,10:16:03,"1kV 0,001kW 100kohm",1,42
2020-07-04,10:16:01,5kV 10W 2500mA,7,49
2020-07-04,10:15:02,kabel,80843,677
2020-07-04,10:01:04,DC/DC 5V 1W,918,307
2020-07-04,10:01:03,"1kV 0,001kW 100kohm",1,33
2020-07-04,10:01:02,5kV 10W 2500mA,7,41
2020-07-04,10:00:02,kabel,80843,668
2020-07-04,09:46:04,DC/DC 5V 1W,918,337
2020-07-04,09:46:03,"1kV 0,001kW 100kohm",1,44
2020-07-04,09:46:02,5kV 10W 2500mA,7,48
2020-07-04,09:45:02,kabel,80843,645
2020-07-04,09:31:04,DC/DC 5V 1W,918,291
2020-07-04,09:31:03,"1kV 0,001kW 100kohm",1,34
2020-07-04,09:31:02,5kV 10W 2500mA,7,35
2020-07-04,09:30:02,kabel,80843,629
2020-07-04,09:16:04,DC/DC 5V 1W,918,283
2020-07-04,09:16:03,"1kV 0,001kW 100kohm",1,46
2020-07-04,09:16:01,5kV 10W 2500mA,7,48
2020-07-04,09:15:02,kabel,80843,589
2020-07-04,09:01:04,DC/DC 5V 1W,918,270
2020-07-04,09:01:04,"1kV 0,001kW 100kohm",1,47
2020-07-04,09:01:02,5kV 10W 2500mA,7,37
2020-07-04,09:00:03,kabel,80843,689
2020-07-04,08:46:04,DC/DC 5V 1W,918,310
2020-07-04,08:46:03,"1kV 0,001kW 100kohm",1,49
2020-07-04,08:46:02,5kV 10W 2500mA,7,40
2020-07-04,08:45:03,kabel,80843,666
2020-07-04,08:31:05,DC/DC 5V 1W,918,316
2020-07-04,08:31:04,"1kV 0,001kW 100kohm",1,50
2020-07-04,08:31:02,5kV 10W 2500mA,7,43
2020-07-04,08:30:02,kabel,80843,692
2020-07-04,08:16:04,DC/DC 5V 1W,918,315
2020-07-04,08:16:03,"1kV 0,001kW 100kohm",1,51
2020-07-04,08:16:01,5kV 10W 2500mA,7,50
2020-07-04,08:15:02,kabel,80843,648
2020-07-04,08:01:04,DC/DC 5V 1W,918,299
2020-07-04,08:01:04,"1kV 0,001kW 100kohm",1,42
2020-07-04,08:01:02,5kV 10W 2500mA,7,44
2020-07-04,08:00:03,kabel,80843,647
2020-07-04,07:46:04,DC/DC 5V 1W,918,302
2020-07-04,07:46:03,"1kV 0,001kW 100kohm",1,44
2020-07-04,07:46:02,5kV 10W 2500mA,7,52
2020-07-04,07:45:02,kabel,80843,661
2020-07-04,07:31:04,DC/DC 5V 1W,918,290
2020-07-04,07:31:03,"1kV 0,001kW 100kohm",1,46
2020-07-04,07:31:01,5kV 10W 2500mA,7,37
2020-07-04,07:30:02,kabel,80843,660
2020-07-04,07:16:04,DC/DC 5V 1W,918,320
2020-07-04,07:16:03,"1kV 0,001kW 100kohm",1,44
2020-07-04,07:16:01,5kV 10W 2500mA,7,49
2020-07-04,07:15:02,kabel,80843,671
2020-07-04,07:01:04,DC/DC 5V 1W,918,329
2020-07-04,07:01:03,"1kV 0,001kW 100kohm",1,43
2020-07-04,07:01:02,5kV 10W 2500mA,7,38
2020-07-04,07:00:02,kabel,80843,618
2020-07-04,06:46:04,DC/DC 5V 1W,918,322
2020-07-04,06:46:03,"1kV 0,001kW 100kohm",1,52
2020-07-04,06:46:01,5kV 10W 2500mA,7,42
2020-07-04,06:45:02,kabel,80843,602
2020-07-04,06:31:04,DC/DC 5V 1W,918,330
2020-07-04,06:31:03,"1kV 0,001kW 100kohm",1,63
2020-07-04,06:31:02,5kV 10W 2500mA,7,58
2020-07-04,06:30:02,kabel,80843,715
2020-07-04,06:16:04,DC/DC 5V 1W,918,316
2020-07-04,06:16:03,"1kV 0,001kW 100kohm",1,41
2020-07-04,06:16:01,5kV 10W 2500mA,7,71
2020-07-04,06:15:02,kabel,80843,680
2020-07-04,06:01:04,DC/DC 5V 1W,918,314
2020-07-04,06:01:03,"1kV 0,001kW 100kohm",1,41
2020-07-04,06:01:01,5kV 10W 2500mA,7,32
2020-07-04,06:00:02,kabel,80843,638
2020-07-04,05:46:04,DC/DC 5V 1W,918,330
2020-07-04,05:46:03,"1kV 0,001kW 100kohm",1,46
2020-07-04,05:46:02,5kV 10W 2500mA,7,44
2020-07-04,05:45:03,kabel,80847,673
2020-07-04,05:31:04,DC/DC 5V 1W,918,310
2020-07-04,05:31:03,"1kV 0,001kW 100kohm",1,48
2020-07-04,05:31:02,5kV 10W 2500mA,7,39
2020-07-04,05:30:02,kabel,80847,732
2020-07-04,05:16:04,DC/DC 5V 1W,918,320
2020-07-04,05:16:03,"1kV 0,001kW 100kohm",1,43
2020-07-04,05:16:01,5kV 10W 2500mA,7,54
2020-07-04,05:15:03,kabel,80847,746
2020-07-04,05:01:04,DC/DC 5V 1W,918,343
2020-07-04,05:01:03,"1kV 0,001kW 100kohm",1,39
2020-07-04,05:01:02,5kV 10W 2500mA,7,52
2020-07-04,05:00:02,kabel,80847,693
2020-07-04,04:46:04,DC/DC 5V 1W,918,265
2020-07-04,04:46:03,"1kV 0,001kW 100kohm",1,36
2020-07-04,04:46:02,5kV 10W 2500mA,7,42
2020-07-04,04:45:02,kabel,80847,634
2020-07-04,04:31:04,DC/DC 5V 1W,918,291
2020-07-04,04:31:03,"1kV 0,001kW 100kohm",1,37
2020-07-04,04:31:01,5kV 10W 2500mA,7,46
2020-07-04,04:30:02,kabel,80847,672
2020-07-04,04:16:04,DC/DC 5V 1W,918,295
2020-07-04,04:16:03,"1kV 0,001kW 100kohm",1,54
2020-07-04,04:16:02,5kV 10W 2500mA,7,59
2020-07-04,04:15:03,kabel,80847,680
2020-07-04,04:01:04,DC/DC 5V 1W,918,343
2020-07-04,04:01:03,"1kV 0,001kW 100kohm",1,49
2020-07-04,04:01:01,5kV 10W 2500mA,7,45
2020-07-04,04:00:02,kabel,80847,664
2020-07-04,03:46:04,DC/DC 5V 1W,918,323
2020-07-04,03:46:03,"1kV 0,001kW 100kohm",1,49
2020-07-04,03:46:01,5kV 10W 2500mA,7,50
2020-07-04,03:45:03,kabel,80847,720
2020-07-04,03:31:04,DC/DC 5V 1W,918,276
2020-07-04,03:31:03,"1kV 0,001kW 100kohm",1,37
2020-07-04,03:31:02,5kV 10W 2500mA,7,47
2020-07-04,03:30:02,kabel,80847,765
2020-07-04,03:16:04,DC/DC 5V 1W,918,311
2020-07-04,03:16:03,"1kV 0,001kW 100kohm",1,48
2020-07-04,03:16:01,5kV 10W 2500mA,7,51
2020-07-04,03:15:03,kabel,80847,676
2020-07-04,03:01:04,DC/DC 5V 1W,918,349
2020-07-04,03:01:03,"1kV 0,001kW 100kohm",1,51
2020-07-04,03:01:02,5kV 10W 2500mA,7,43
2020-07-04,03:00:02,kabel,80847,632
2020-07-04,02:46:04,DC/DC 5V 1W,918,289
2020-07-04,02:46:03,"1kV 0,001kW 100kohm",1,60
2020-07-04,02:46:02,5kV 10W 2500mA,7,39
2020-07-04,02:45:02,kabel,80847,644
2020-07-04,02:31:04,DC/DC 5V 1W,918,330
2020-07-04,02:31:03,"1kV 0,001kW 100kohm",1,40
2020-07-04,02:31:02,5kV 10W 2500mA,7,48
2020-07-04,02:30:02,kabel,80847,686
2020-07-04,02:16:04,DC/DC 5V 1W,918,293
2020-07-04,02:16:03,"1kV 0,001kW 100kohm",1,40
2020-07-04,02:16:01,5kV 10W 2500mA,7,46
2020-07-04,02:15:02,kabel,80847,672
2020-07-04,02:01:04,DC/DC 5V 1W,918,282
2020-07-04,02:01:03,"1kV 0,001kW 100kohm",1,47
2020-07-04,02:01:02,5kV 10W 2500mA,7,42
2020-07-04,02:00:02,kabel,80847,628
2020-07-04,01:46:04,DC/DC 5V 1W,918,287
2020-07-04,01:46:03,"1kV 0,001kW 100kohm",1,36
2020-07-04,01:46:02,5kV 10W 2500mA,7,39
2020-07-04,01:45:02,kabel,80847,573
2020-07-04,01:31:04,DC/DC 5V 1W,918,324
2020-07-04,01:31:03,"1kV 0,001kW 100kohm",1,48
2020-07-04,01:31:01,5kV 10W 2500mA,7,44
2020-07-04,01:30:03,kabel,80847,644
2020-07-04,01:16:04,DC/DC 5V 1W,918,312
2020-07-04,01:16:03,"1kV 0,001kW 100kohm",1,52
2020-07-04,01:16:01,5kV 10W 2500mA,7,57
2020-07-04,01:15:03,kabel,80847,683
2020-07-04,01:01:04,DC/DC 5V 1W,918,309
2020-07-04,01:01:03,"1kV 0,001kW 100kohm",1,50
2020-07-04,01:01:02,5kV 10W 2500mA,7,35
2020-07-04,01:00:02,kabel,80847,728
2020-07-04,00:46:04,DC/DC 5V 1W,918,370
2020-07-04,00:46:03,"1kV 0,001kW 100kohm",1,44
2020-07-04,00:46:01,5kV 10W 2500mA,7,32
2020-07-04,00:45:02,kabel,80847,662
2020-07-04,00:31:04,DC/DC 5V 1W,918,306
2020-07-04,00:31:03,"1kV 0,001kW 100kohm",1,43
2020-07-04,00:31:02,5kV 10W 2500mA,7,44
2020-07-04,00:30:02,kabel,80847,687
2020-07-04,00:16:04,DC/DC 5V 1W,918,318
2020-07-04,00:16:03,"1kV 0,001kW 100kohm",1,40
2020-07-04,00:16:01,5kV 10W 2500mA,7,52
2020-07-04,00:15:02,kabel,80847,618
2020-07-04,00:01:04,DC/DC 5V 1W,918,334
2020-07-04,00:01:04,"1kV 0,001kW 100kohm",1,33
2020-07-04,00:01:02,5kV 10W 2500mA,7,39
2020-07-04,00:00:03,kabel,80847,696
2020-07-03,23:46:04,DC/DC 5V 1W,918,318
2020-07-03,23:46:03,"1kV 0,001kW 100kohm",1,36
2020-07-03,23:46:01,5kV 10W 2500mA,7,52
2020-07-03,23:45:02,kabel,80847,746
2020-07-03,23:31:04,DC/DC 5V 1W,918,332
2020-07-03,23:31:03,"1kV 0,001kW 100kohm",1,31
2020-07-03,23:31:02,5kV 10W 2500mA,7,41
2020-07-03,23:30:03,kabel,80847,672
2020-07-03,23:16:04,DC/DC 5V 1W,918,272
2020-07-03,23:16:03,"1kV 0,001kW 100kohm",1,38
2020-07-03,23:16:02,5kV 10W 2500mA,7,53
2020-07-03,23:15:02,kabel,80847,613
2020-07-03,23:01:04,DC/DC 5V 1W,918,298
2020-07-03,23:01:03,"1kV 0,001kW 100kohm",1,43
2020-07-03,23:01:01,5kV 10W 2500mA,7,46
2020-07-03,23:00:02,kabel,80847,660
2020-07-03,22:46:04,DC/DC 5V 1W,918,287
2020-07-03,22:46:04,"1kV 0,001kW 100kohm",1,43
2020-07-03,22:46:02,5kV 10W 2500mA,7,31
2020-07-03,22:45:02,kabel,80847,686
2020-07-03,22:31:04,DC/DC 5V 1W,918,312
2020-07-03,22:31:03,"1kV 0,001kW 100kohm",1,31
2020-07-03,22:31:02,5kV 10W 2500mA,7,41
2020-07-03,22:30:02,kabel,80847,676
2020-07-03,22:16:04,DC/DC 5V 1W,918,312
2020-07-03,22:16:03,"1kV 0,001kW 100kohm",1,36
2020-07-03,22:16:02,5kV 10W 2500mA,7,46
2020-07-03,22:15:02,kabel,80847,682
2020-07-03,22:01:04,DC/DC 5V 1W,918,291
2020-07-03,22:01:03,"1kV 0,001kW 100kohm",1,43
2020-07-03,22:01:02,5kV 10W 2500mA,7,39
2020-07-03,22:00:02,kabel,80847,685
2020-07-03,21:46:04,DC/DC 5V 1W,918,345
2020-07-03,21:46:03,"1kV 0,001kW 100kohm",1,36
2020-07-03,21:46:01,5kV 10W 2500mA,7,38
2020-07-03,21:45:03,kabel,80847,669
2020-07-03,21:31:04,DC/DC 5V 1W,918,274
2020-07-03,21:31:03,"1kV 0,001kW 100kohm",1,36
2020-07-03,21:31:02,5kV 10W 2500mA,7,48
2020-07-03,21:30:03,kabel,80847,655
2020-07-03,21:16:04,DC/DC 5V 1W,918,311
2020-07-03,21:16:03,"1kV 0,001kW 100kohm",1,37
2020-07-03,21:16:02,5kV 10W 2500mA,7,41
2020-07-03,21:15:02,kabel,80847,724
2020-07-03,21:01:04,DC/DC 5V 1W,918,296
2020-07-03,21:01:04,"1kV 0,001kW 100kohm",1,51
2020-07-03,21:01:02,5kV 10W 2500mA,7,50
2020-07-03,21:00:03,kabel,80847,612
2020-07-03,20:46:04,DC/DC 5V 1W,918,313
2020-07-03,20:46:03,"1kV 0,001kW 100kohm",1,52
2020-07-03,20:46:02,5kV 10W 2500mA,7,44
2020-07-03,20:45:02,kabel,80847,743
2020-07-03,20:31:04,DC/DC 5V 1W,918,367
2020-07-03,20:31:03,"1kV 0,001kW 100kohm",1,34
2020-07-03,20:31:02,5kV 10W 2500mA,7,46
2020-07-03,20:30:02,kabel,80847,667
2020-07-03,20:16:05,DC/DC 5V 1W,918,326
2020-07-03,20:16:04,"1kV 0,001kW 100kohm",1,38
2020-07-03,20:16:02,5kV 10W 2500mA,7,32
2020-07-03,20:15:03,kabel,80847,687
2020-07-03,20:01:04,DC/DC 5V 1W,918,308
2020-07-03,20:01:03,"1kV 0,001kW 100kohm",1,40
2020-07-03,20:01:01,5kV 10W 2500mA,7,38
2020-07-03,20:00:02,kabel,80847,697
2020-07-03,19:46:04,DC/DC 5V 1W,918,307
2020-07-03,19:46:03,"1kV 0,001kW 100kohm",1,45
2020-07-03,19:46:02,5kV 10W 2500mA,7,31
2020-07-03,19:45:02,kabel,80847,651
2020-07-03,19:31:04,DC/DC 5V 1W,918,342
2020-07-03,19:31:03,"1kV 0,001kW 100kohm",1,31
2020-07-03,19:31:01,5kV 10W 2500mA,7,50
2020-07-03,19:30:02,kabel,80847,657
2020-07-03,19:16:04,DC/DC 5V 1W,918,339
2020-07-03,19:16:04,"1kV 0,001kW 100kohm",1,37
2020-07-03,19:16:02,5kV 10W 2500mA,7,37
2020-07-03,19:15:03,kabel,80847,608
2020-07-03,19:01:04,DC/DC 5V 1W,918,301
2020-07-03,19:01:03,"1kV 0,001kW 100kohm",1,39
2020-07-03,19:01:02,5kV 10W 2500mA,7,48
2020-07-03,19:00:02,kabel,80847,781
2020-07-03,18:46:04,DC/DC 5V 1W,918,330
2020-07-03,18:46:03,"1kV 0,001kW 100kohm",1,59
2020-07-03,18:46:02,5kV 10W 2500mA,7,36
2020-07-03,18:45:02,kabel,80847,665
2020-07-03,18:31:04,DC/DC 5V 1W,918,313
2020-07-03,18:31:03,"1kV 0,001kW 100kohm",1,32
2020-07-03,18:31:01,5kV 10W 2500mA,7,38
2020-07-03,18:30:03,kabel,80847,643
2020-07-03,18:16:04,DC/DC 5V 1W,918,312
2020-07-03,18:16:03,"1kV 0,001kW 100kohm",1,47
2020-07-03,18:16:01,5kV 10W 2500mA,7,40
2020-07-03,18:15:02,kabel,80847,699
2020-07-03,18:01:04,DC/DC 5V 1W,918,335
2020-07-03,18:01:03,"1kV 0,001kW 100kohm",1,51
2020-07-03,18:01:02,5kV 10W 2500mA,7,45
2020-07-03,18:00:02,kabel,80828,731
2020-07-03,17:46:05,DC/DC 5V 1W,918,296
2020-07-03,17:46:04,"1kV 0,001kW 100kohm",1,48
2020-07-03,17:46:02,5kV 10W 2500mA,7,50
2020-07-03,17:45:02,kabel,80828,819
2020-07-03,17:31:04,DC/DC 5V 1W,918,283
2020-07-03,17:31:03,"1kV 0,001kW 100kohm",1,62
2020-07-03,17:31:01,5kV 10W 2500mA,7,56
2020-07-03,17:30:03,kabel,80828,708
2020-07-03,17:16:04,DC/DC 5V 1W,918,319
2020-07-03,17:16:03,"1kV 0,001kW 100kohm",1,60
2020-07-03,17:16:02,5kV 10W 2500mA,7,34
2020-07-03,17:15:02,kabel,80828,696
2020-07-03,17:01:05,DC/DC 5V 1W,918,286
2020-07-03,17:01:04,"1kV 0,001kW 100kohm",1,41
2020-07-03,17:01:02,5kV 10W 2500mA,7,45
2020-07-03,17:00:02,kabel,80828,584
2020-07-03,16:46:05,DC/DC 5V 1W,918,297
2020-07-03,16:46:04,"1kV 0,001kW 100kohm",1,45
2020-07-03,16:46:02,5kV 10W 2500mA,7,43
2020-07-03,16:45:02,kabel,80828,665
2020-07-03,16:31:04,DC/DC 5V 1W,918,328
2020-07-03,16:31:03,"1kV 0,001kW 100kohm",1,45
2020-07-03,16:31:02,5kV 10W 2500mA,7,50
2020-07-03,16:30:02,kabel,80828,706
2020-07-03,16:16:04,DC/DC 5V 1W,918,324
2020-07-03,16:16:03,"1kV 0,001kW 100kohm",1,34
2020-07-03,16:16:02,5kV 10W 2500mA,7,40
2020-07-03,16:15:02,kabel,80828,617
2020-07-03,16:01:04,DC/DC 5V 1W,918,295
2020-07-03,16:01:03,"1kV 0,001kW 100kohm",1,46
2020-07-03,16:01:01,5kV 10W 2500mA,7,45
2020-07-03,16:00:03,kabel,80835,739
2020-07-03,15:46:04,DC/DC 5V 1W,918,296
2020-07-03,15:46:03,"1kV 0,001kW 100kohm",1,42
2020-07-03,15:46:02,5kV 10W 2500mA,7,42
2020-07-03,15:45:02,kabel,80835,646
2020-07-03,15:31:04,DC/DC 5V 1W,918,343
2020-07-03,15:31:03,"1kV 0,001kW 100kohm",1,45
2020-07-03,15:31:01,5kV 10W 2500mA,7,38
2020-07-03,15:30:03,kabel,80835,733
2020-07-03,15:16:04,DC/DC 5V 1W,918,351
2020-07-03,15:16:03,"1kV 0,001kW 100kohm",1,50
2020-07-03,15:16:02,5kV 10W 2500mA,7,34
2020-07-03,15:15:02,kabel,80835,614
2020-07-03,15:01:04,DC/DC 5V 1W,918,295
2020-07-03,15:01:03,"1kV 0,001kW 100kohm",1,50
2020-07-03,15:01:01,5kV 10W 2500mA,7,33
2020-07-03,15:00:02,kabel,80835,660
2020-07-03,14:46:04,DC/DC 5V 1W,918,301
2020-07-03,14:46:03,"1kV 0,001kW 100kohm",1,45
2020-07-03,14:46:02,5kV 10W 2500mA,7,42
2020-07-03,14:45:02,kabel,80826,641
2020-07-03,14:31:04,DC/DC 5V 1W,918,331
2020-07-03,14:31:03,"1kV 0,001kW 100kohm",1,39
