DATE,TIME,QUERY_RAW_PHRASE,ITEM_COUNT,LOG_TIME
2020-06-16,22:46:04,DC/DC 5V 1W,918,209
2020-06-16,22:46:03,"1kV 0,001kW 100kohm",1,33
2020-06-16,22:46:01,5kV 10W 2500mA,7,47
2020-06-16,22:45:02,kabel,80416,515
2020-06-16,22:31:04,DC/DC 5V 1W,918,194
2020-06-16,22:31:03,"1kV 0,001kW 100kohm",1,46
2020-06-16,22:31:01,5kV 10W 2500mA,7,44
2020-06-16,22:30:02,kabel,80416,563
2020-06-16,22:16:04,DC/DC 5V 1W,918,201
2020-06-16,22:16:03,"1kV 0,001kW 100kohm",1,38
2020-06-16,22:16:01,5kV 10W 2500mA,7,52
2020-06-16,22:15:02,kabel,80416,652
2020-06-16,22:01:03,DC/DC 5V 1W,918,210
2020-06-16,22:01:03,"1kV 0,001kW 100kohm",1,53
2020-06-16,22:01:01,5kV 10W 2500mA,7,34
2020-06-16,22:00:02,kabel,80416,501
2020-06-16,21:46:03,DC/DC 5V 1W,918,201
2020-06-16,21:46:01,5kV 10W 2500mA,7,36
2020-06-16,21:45:02,kabel,80416,605
2020-06-16,21:31:04,DC/DC 5V 1W,918,223
2020-06-16,21:31:03,"1kV 0,001kW 100kohm",1,46
2020-06-16,21:31:02,5kV 10W 2500mA,7,48
2020-06-16,21:30:03,kabel,80416,591
2020-06-16,21:16:04,DC/DC 5V 1W,918,203
2020-06-16,21:16:03,"1kV 0,001kW 100kohm",1,45
2020-06-16,21:16:02,5kV 10W 2500mA,7,40
2020-06-16,21:15:03,kabel,80416,544
2020-06-16,21:01:04,DC/DC 5V 1W,918,166
2020-06-16,21:01:03,"1kV 0,001kW 100kohm",1,48
2020-06-16,21:01:02,5kV 10W 2500mA,7,47
2020-06-16,21:00:02,kabel,80416,507
2020-06-16,20:46:03,DC/DC 5V 1W,918,179
2020-06-16,20:46:03,"1kV 0,001kW 100kohm",1,50
2020-06-16,20:46:01,5kV 10W 2500mA,7,50
2020-06-16,20:45:02,kabel,80416,536
2020-06-16,20:31:03,DC/DC 5V 1W,918,204
2020-06-16,20:31:03,"1kV 0,001kW 100kohm",1,42
2020-06-16,20:31:01,5kV 10W 2500mA,7,31
2020-06-16,20:30:02,kabel,80416,543
2020-06-16,20:16:04,DC/DC 5V 1W,918,178
2020-06-16,20:16:03,"1kV 0,001kW 100kohm",1,47
2020-06-16,20:16:01,5kV 10W 2500mA,7,37
2020-06-16,20:15:02,kabel,80416,501
2020-06-16,20:01:04,DC/DC 5V 1W,918,176
2020-06-16,20:01:04,"1kV 0,001kW 100kohm",1,58
2020-06-16,20:01:02,5kV 10W 2500mA,7,44
2020-06-16,20:00:02,kabel,80416,494
2020-06-16,19:46:04,DC/DC 5V 1W,918,220
2020-06-16,19:46:04,"1kV 0,001kW 100kohm",1,44
2020-06-16,19:46:02,5kV 10W 2500mA,7,43
2020-06-16,19:45:02,kabel,80416,523
2020-06-16,19:31:04,DC/DC 5V 1W,918,189
2020-06-16,19:31:04,"1kV 0,001kW 100kohm",1,51
2020-06-16,19:31:02,5kV 10W 2500mA,7,42
2020-06-16,19:30:03,kabel,80416,527
2020-06-16,19:16:04,DC/DC 5V 1W,918,225
2020-06-16,19:16:03,"1kV 0,001kW 100kohm",1,45
2020-06-16,19:16:02,5kV 10W 2500mA,7,54
2020-06-16,19:15:02,kabel,80416,619
2020-06-16,19:01:04,DC/DC 5V 1W,918,181
2020-06-16,19:01:03,"1kV 0,001kW 100kohm",1,71
2020-06-16,19:01:02,5kV 10W 2500mA,7,39
2020-06-16,19:00:02,kabel,80416,585
2020-06-16,18:46:04,DC/DC 5V 1W,918,182
2020-06-16,18:46:03,"1kV 0,001kW 100kohm",1,40
2020-06-16,18:46:01,5kV 10W 2500mA,7,59
2020-06-16,18:45:02,kabel,80416,504
2020-06-16,18:31:04,DC/DC 5V 1W,918,177
2020-06-16,18:31:04,"1kV 0,001kW 100kohm",1,51
2020-06-16,18:31:02,5kV 10W 2500mA,7,53
2020-06-16,18:30:02,kabel,80416,580
2020-06-16,18:16:05,DC/DC 5V 1W,918,217
2020-06-16,18:16:04,"1kV 0,001kW 100kohm",1,55
2020-06-16,18:16:02,5kV 10W 2500mA,7,50
2020-06-16,18:15:02,kabel,80416,545
2020-06-16,18:01:03,DC/DC 5V 1W,918,206
2020-06-16,18:01:03,"1kV 0,001kW 100kohm",1,73
2020-06-16,18:01:01,5kV 10W 2500mA,7,50
2020-06-16,18:00:03,kabel,80401,546
2020-06-16,17:46:04,DC/DC 5V 1W,918,204
2020-06-16,17:46:03,"1kV 0,001kW 100kohm",1,35
2020-06-16,17:46:02,5kV 10W 2500mA,7,50
2020-06-16,17:45:03,kabel,80401,598
2020-06-16,17:31:04,DC/DC 5V 1W,918,199
2020-06-16,17:31:03,"1kV 0,001kW 100kohm",1,45
2020-06-16,17:31:02,5kV 10W 2500mA,7,51
2020-06-16,17:30:02,kabel,80401,546
2020-06-16,17:16:04,DC/DC 5V 1W,918,184
2020-06-16,17:16:03,"1kV 0,001kW 100kohm",1,44
2020-06-16,17:16:02,5kV 10W 2500mA,7,44
2020-06-16,17:15:02,kabel,80401,531
2020-06-16,17:01:04,DC/DC 5V 1W,918,182
2020-06-16,17:01:03,"1kV 0,001kW 100kohm",1,51
2020-06-16,17:01:02,5kV 10W 2500mA,7,75
2020-06-16,17:00:02,kabel,80401,569
2020-06-16,16:46:04,DC/DC 5V 1W,918,193
2020-06-16,16:46:03,"1kV 0,001kW 100kohm",1,48
2020-06-16,16:46:01,5kV 10W 2500mA,7,43
2020-06-16,16:45:02,kabel,80401,534
2020-06-16,16:31:03,DC/DC 5V 1W,918,197
2020-06-16,16:31:03,"1kV 0,001kW 100kohm",1,61
2020-06-16,16:31:01,5kV 10W 2500mA,7,58
2020-06-16,16:30:02,kabel,80401,554
2020-06-16,16:16:04,DC/DC 5V 1W,918,165
2020-06-16,16:16:03,"1kV 0,001kW 100kohm",1,54
2020-06-16,16:16:02,5kV 10W 2500mA,7,48
2020-06-16,16:15:02,kabel,80401,489
2020-06-16,16:01:04,DC/DC 5V 1W,918,195
2020-06-16,16:01:04,"1kV 0,001kW 100kohm",1,61
2020-06-16,16:01:02,5kV 10W 2500mA,7,54
2020-06-16,16:00:03,kabel,80401,563
2020-06-16,15:46:04,DC/DC 5V 1W,918,157
2020-06-16,15:46:03,"1kV 0,001kW 100kohm",1,40
2020-06-16,15:46:02,5kV 10W 2500mA,7,44
2020-06-16,15:45:02,kabel,80401,533
2020-06-16,15:31:04,DC/DC 5V 1W,918,187
2020-06-16,15:31:03,"1kV 0,001kW 100kohm",1,40
2020-06-16,15:31:02,5kV 10W 2500mA,7,43
2020-06-16,15:30:02,kabel,80403,617
2020-06-16,15:16:04,DC/DC 5V 1W,918,222
2020-06-16,15:16:04,"1kV 0,001kW 100kohm",1,53
2020-06-16,15:16:02,5kV 10W 2500mA,7,46
2020-06-16,15:15:02,kabel,80403,559
2020-06-16,15:01:04,DC/DC 5V 1W,918,215
2020-06-16,15:01:03,"1kV 0,001kW 100kohm",1,50
2020-06-16,15:01:02,5kV 10W 2500mA,7,48
2020-06-16,15:00:03,kabel,80399,630
2020-06-16,14:46:04,DC/DC 5V 1W,918,198
2020-06-16,14:46:04,"1kV 0,001kW 100kohm",1,42
2020-06-16,14:46:02,5kV 10W 2500mA,7,47
2020-06-16,14:45:02,kabel,80399,558
2020-06-16,14:31:04,DC/DC 5V 1W,918,209
2020-06-16,14:31:03,"1kV 0,001kW 100kohm",1,32
2020-06-16,14:31:02,5kV 10W 2500mA,7,42
2020-06-16,14:30:02,kabel,80399,556
2020-06-16,14:16:04,DC/DC 5V 1W,918,203
2020-06-16,14:16:03,"1kV 0,001kW 100kohm",1,40
2020-06-16,14:16:01,5kV 10W 2500mA,7,56
2020-06-16,14:15:02,kabel,80399,564
2020-06-16,14:01:03,"1kV 0,001kW 100kohm",1,41
2020-06-16,14:01:02,5kV 10W 2500mA,7,34
2020-06-16,14:00:02,kabel,80399,518
2020-06-16,13:46:04,DC/DC 5V 1W,918,221
2020-06-16,13:46:03,"1kV 0,001kW 100kohm",1,40
2020-06-16,13:46:01,5kV 10W 2500mA,7,55
2020-06-16,13:45:02,kabel,80399,491
2020-06-16,13:31:04,DC/DC 5V 1W,918,234
2020-06-16,13:31:04,"1kV 0,001kW 100kohm",1,34
2020-06-16,13:31:02,5kV 10W 2500mA,7,42
2020-06-16,13:30:03,kabel,80399,529
2020-06-16,13:16:04,DC/DC 5V 1W,918,203
2020-06-16,13:16:03,"1kV 0,001kW 100kohm",1,42
2020-06-16,13:16:02,5kV 10W 2500mA,7,43
2020-06-16,13:15:02,kabel,80399,503
2020-06-16,13:01:05,DC/DC 5V 1W,918,208
2020-06-16,13:01:04,"1kV 0,001kW 100kohm",1,44
2020-06-16,13:01:02,5kV 10W 2500mA,7,35
2020-06-16,13:00:02,kabel,80399,541
2020-06-16,12:46:04,DC/DC 5V 1W,918,198
2020-06-16,12:46:03,"1kV 0,001kW 100kohm",1,54
2020-06-16,12:46:01,5kV 10W 2500mA,7,53
2020-06-16,12:45:02,kabel,80399,527
2020-06-16,12:31:04,DC/DC 5V 1W,918,203
2020-06-16,12:31:04,"1kV 0,001kW 100kohm",1,41
2020-06-16,12:31:02,5kV 10W 2500mA,7,34
2020-06-16,12:30:02,kabel,80399,713
2020-06-16,12:16:04,DC/DC 5V 1W,918,200
2020-06-16,12:16:04,"1kV 0,001kW 100kohm",1,43
2020-06-16,12:16:02,5kV 10W 2500mA,7,39
2020-06-16,12:15:03,kabel,80399,578
2020-06-16,12:01:04,DC/DC 5V 1W,918,233
2020-06-16,12:01:03,"1kV 0,001kW 100kohm",1,40
2020-06-16,12:01:02,5kV 10W 2500mA,7,46
2020-06-16,12:00:02,kabel,80399,544
2020-06-16,11:46:04,DC/DC 5V 1W,918,227
2020-06-16,11:46:04,"1kV 0,001kW 100kohm",1,37
2020-06-16,11:46:02,5kV 10W 2500mA,7,59
2020-06-16,11:45:02,kabel,80399,585
2020-06-16,11:31:05,DC/DC 5V 1W,918,221
2020-06-16,11:31:04,"1kV 0,001kW 100kohm",1,68
2020-06-16,11:31:02,5kV 10W 2500mA,7,50
2020-06-16,11:30:03,kabel,80399,591
2020-06-16,11:16:05,DC/DC 5V 1W,918,207
2020-06-16,11:16:04,"1kV 0,001kW 100kohm",1,42
2020-06-16,11:16:01,5kV 10W 2500mA,7,37
2020-06-16,11:15:03,kabel,80400,513
2020-06-16,11:01:05,DC/DC 5V 1W,918,197
2020-06-16,11:01:04,"1kV 0,001kW 100kohm",1,48
2020-06-16,11:01:02,5kV 10W 2500mA,7,59
2020-06-16,11:00:03,kabel,80400,576
2020-06-16,10:46:05,DC/DC 5V 1W,918,204
2020-06-16,10:46:04,"1kV 0,001kW 100kohm",1,56
2020-06-16,10:46:02,5kV 10W 2500mA,7,52
2020-06-16,10:45:02,kabel,80400,507
2020-06-16,10:31:04,DC/DC 5V 1W,918,205
2020-06-16,10:31:03,"1kV 0,001kW 100kohm",1,53
2020-06-16,10:31:02,5kV 10W 2500mA,7,62
2020-06-16,10:30:02,kabel,80400,599
2020-06-16,10:16:04,DC/DC 5V 1W,918,177
2020-06-16,10:16:03,"1kV 0,001kW 100kohm",1,51
2020-06-16,10:16:02,5kV 10W 2500mA,7,39
2020-06-16,10:15:03,kabel,80400,580
2020-06-16,10:01:04,DC/DC 5V 1W,918,197
2020-06-16,10:01:03,"1kV 0,001kW 100kohm",1,48
2020-06-16,10:01:01,5kV 10W 2500mA,7,63
2020-06-16,10:00:02,kabel,80400,539
2020-06-16,09:46:05,DC/DC 5V 1W,918,195
2020-06-16,09:46:04,"1kV 0,001kW 100kohm",1,60
2020-06-16,09:46:02,5kV 10W 2500mA,7,44
2020-06-16,09:45:03,kabel,80400,620
2020-06-16,09:31:04,DC/DC 5V 1W,918,199
2020-06-16,09:31:03,"1kV 0,001kW 100kohm",1,49
2020-06-16,09:31:02,5kV 10W 2500mA,7,39
2020-06-16,09:30:02,kabel,80400,578
2020-06-16,09:16:04,DC/DC 5V 1W,918,186
2020-06-16,09:16:03,"1kV 0,001kW 100kohm",1,52
2020-06-16,09:16:01,5kV 10W 2500mA,7,37
2020-06-16,09:15:02,kabel,80400,586
2020-06-16,09:01:04,DC/DC 5V 1W,918,178
2020-06-16,09:01:03,"1kV 0,001kW 100kohm",1,52
2020-06-16,09:01:02,5kV 10W 2500mA,7,44
2020-06-16,09:00:02,kabel,80400,640
2020-06-16,08:01:05,DC/DC 5V 1W,918,194
2020-06-16,08:01:04,"1kV 0,001kW 100kohm",1,58
2020-06-16,08:01:02,5kV 10W 2500mA,7,46
2020-06-16,08:00:02,kabel,80409,505
2020-06-16,07:46:04,DC/DC 5V 1W,918,247
2020-06-16,07:46:03,"1kV 0,001kW 100kohm",1,38
2020-06-16,07:46:02,5kV 10W 2500mA,7,48
2020-06-16,07:45:02,kabel,80409,556
2020-06-16,07:31:04,DC/DC 5V 1W,918,238
2020-06-16,07:31:03,"1kV 0,001kW 100kohm",1,57
2020-06-16,07:31:02,5kV 10W 2500mA,7,43
2020-06-16,07:30:02,kabel,80409,617
2020-06-16,07:28:58,DC/DC 5V 1W,918,184
2020-06-16,07:28:57,"1kV 0,001kW 100kohm",1,39
2020-06-16,07:28:56,5kV 10W 2500mA,7,38
2020-06-16,07:27:57,kabel,80400,532
2020-06-16,07:16:04,DC/DC 5V 1W,918,192
2020-06-16,07:16:03,"1kV 0,001kW 100kohm",1,55
2020-06-16,07:16:02,5kV 10W 2500mA,7,41
2020-06-16,07:15:02,kabel,80409,527
2020-06-16,07:14:01,DC/DC 5V 1W,918,264
2020-06-16,07:14:00,"1kV 0,001kW 100kohm",1,33
2020-06-16,07:13:59,5kV 10W 2500mA,7,74
2020-06-16,07:12:59,kabel,80409,562
2020-06-16,07:01:04,DC/DC 5V 1W,918,228
2020-06-16,07:01:03,"1kV 0,001kW 100kohm",1,41
2020-06-16,07:01:02,5kV 10W 2500mA,7,66
2020-06-16,07:00:03,kabel,80409,532
2020-06-16,06:59:03,DC/DC 5V 1W,918,177
2020-06-16,06:59:02,"1kV 0,001kW 100kohm",1,38
2020-06-16,06:59:00,5kV 10W 2500mA,7,45
2020-06-16,06:58:01,kabel,80409,538
2020-06-16,06:46:04,DC/DC 5V 1W,918,188
2020-06-16,06:46:03,"1kV 0,001kW 100kohm",1,44
2020-06-16,06:46:02,5kV 10W 2500mA,7,43
2020-06-16,06:45:02,kabel,80409,485
2020-06-16,06:31:04,DC/DC 5V 1W,918,169
2020-06-16,06:31:03,"1kV 0,001kW 100kohm",1,72
2020-06-16,06:31:02,5kV 10W 2500mA,7,50
2020-06-16,06:30:02,kabel,80409,595
2020-06-16,06:16:04,DC/DC 5V 1W,918,200
2020-06-16,06:16:03,"1kV 0,001kW 100kohm",1,44
2020-06-16,06:16:02,5kV 10W 2500mA,7,56
2020-06-16,06:15:03,kabel,80409,497
2020-06-16,06:01:04,DC/DC 5V 1W,918,192
2020-06-16,06:01:03,"1kV 0,001kW 100kohm",1,44
2020-06-16,06:01:01,5kV 10W 2500mA,7,46
2020-06-16,06:00:02,kabel,80409,559
2020-06-16,05:46:04,DC/DC 5V 1W,918,179
2020-06-16,05:46:03,"1kV 0,001kW 100kohm",1,49
2020-06-16,05:46:02,5kV 10W 2500mA,7,42
2020-06-16,05:45:02,kabel,80409,566
2020-06-16,05:31:04,DC/DC 5V 1W,918,215
2020-06-16,05:31:03,"1kV 0,001kW 100kohm",1,42
2020-06-16,05:31:02,5kV 10W 2500mA,7,40
2020-06-16,05:30:02,kabel,80409,578
2020-06-16,05:16:04,DC/DC 5V 1W,918,197
2020-06-16,05:16:03,"1kV 0,001kW 100kohm",1,43
2020-06-16,05:16:02,5kV 10W 2500mA,7,38
2020-06-16,05:15:03,kabel,80409,563
2020-06-16,05:01:04,DC/DC 5V 1W,918,222
2020-06-16,05:01:03,"1kV 0,001kW 100kohm",1,38
2020-06-16,05:01:01,5kV 10W 2500mA,7,41
2020-06-16,05:00:02,kabel,80409,520
2020-06-16,04:46:04,DC/DC 5V 1W,918,211
2020-06-16,04:46:03,"1kV 0,001kW 100kohm",1,45
2020-06-16,04:46:02,5kV 10W 2500mA,7,45
2020-06-16,04:45:02,kabel,80409,539
2020-06-16,04:31:04,DC/DC 5V 1W,918,171
2020-06-16,04:31:03,"1kV 0,001kW 100kohm",1,49
2020-06-16,04:31:02,5kV 10W 2500mA,7,39
2020-06-16,04:30:02,kabel,80409,539
2020-06-16,04:16:04,DC/DC 5V 1W,918,180
2020-06-16,04:16:03,"1kV 0,001kW 100kohm",1,46
2020-06-16,04:16:02,5kV 10W 2500mA,7,43
2020-06-16,04:15:02,kabel,80409,598
2020-06-16,04:01:04,DC/DC 5V 1W,918,185
2020-06-16,04:01:03,"1kV 0,001kW 100kohm",1,54
2020-06-16,04:01:01,5kV 10W 2500mA,7,38
2020-06-16,04:00:02,kabel,80409,503
2020-06-16,03:46:04,DC/DC 5V 1W,918,229
2020-06-16,03:46:03,"1kV 0,001kW 100kohm",1,40
2020-06-16,03:46:02,5kV 10W 2500mA,7,40
2020-06-16,03:45:02,kabel,80409,482
2020-06-16,03:31:04,DC/DC 5V 1W,918,174
2020-06-16,03:31:03,"1kV 0,001kW 100kohm",1,48
2020-06-16,03:31:02,5kV 10W 2500mA,7,49
2020-06-16,03:30:02,kabel,80409,507
2020-06-16,03:16:04,DC/DC 5V 1W,918,192
2020-06-16,03:16:03,"1kV 0,001kW 100kohm",1,54
2020-06-16,03:16:02,5kV 10W 2500mA,7,34
2020-06-16,03:15:03,kabel,80409,528
2020-06-16,03:01:04,DC/DC 5V 1W,918,194
2020-06-16,03:01:03,"1kV 0,001kW 100kohm",1,44
2020-06-16,03:01:02,5kV 10W 2500mA,7,66
2020-06-16,03:00:02,kabel,80406,562
2020-06-16,02:46:04,DC/DC 5V 1W,918,222
2020-06-16,02:46:03,"1kV 0,001kW 100kohm",1,46
2020-06-16,02:46:02,5kV 10W 2500mA,7,55
2020-06-16,02:45:02,kabel,80406,563
2020-06-16,02:31:04,DC/DC 5V 1W,918,180
2020-06-16,02:31:02,5kV 10W 2500mA,7,55
2020-06-16,02:30:02,kabel,80406,507
2020-06-16,02:16:04,DC/DC 5V 1W,918,180
2020-06-16,02:16:03,"1kV 0,001kW 100kohm",1,36
2020-06-16,02:16:02,5kV 10W 2500mA,7,50
2020-06-16,02:15:02,kabel,80406,491
2020-06-16,02:01:04,DC/DC 5V 1W,918,178
2020-06-16,02:01:03,"1kV 0,001kW 100kohm",1,41
2020-06-16,02:01:02,5kV 10W 2500mA,7,51
2020-06-16,02:00:02,kabel,80406,494
2020-06-16,01:46:04,DC/DC 5V 1W,918,161
2020-06-16,01:46:03,"1kV 0,001kW 100kohm",1,37
2020-06-16,01:46:02,5kV 10W 2500mA,7,46
2020-06-16,01:45:02,kabel,80406,559
2020-06-16,01:31:04,DC/DC 5V 1W,918,197
2020-06-16,01:31:03,"1kV 0,001kW 100kohm",1,55
2020-06-16,01:31:02,5kV 10W 2500mA,7,45
2020-06-16,01:30:02,kabel,80406,530
2020-06-16,01:16:03,DC/DC 5V 1W,918,186
2020-06-16,01:16:02,"1kV 0,001kW 100kohm",1,43
2020-06-16,01:16:01,5kV 10W 2500mA,7,45
2020-06-16,01:15:02,kabel,80406,509
2020-06-16,01:01:04,DC/DC 5V 1W,918,203
2020-06-16,01:01:03,"1kV 0,001kW 100kohm",1,55
2020-06-16,01:01:02,5kV 10W 2500mA,7,50
2020-06-16,01:00:02,kabel,80406,502
2020-06-16,00:46:04,DC/DC 5V 1W,918,185
2020-06-16,00:46:03,"1kV 0,001kW 100kohm",1,44
2020-06-16,00:46:02,5kV 10W 2500mA,7,55
2020-06-16,00:45:03,kabel,80406,580
2020-06-16,00:31:03,DC/DC 5V 1W,918,192
2020-06-16,00:31:02,"1kV 0,001kW 100kohm",1,77
2020-06-16,00:31:01,5kV 10W 2500mA,7,46
2020-06-16,00:30:03,kabel,80406,551
2020-06-16,00:16:04,DC/DC 5V 1W,918,208
2020-06-16,00:16:03,"1kV 0,001kW 100kohm",1,50
2020-06-16,00:16:02,5kV 10W 2500mA,7,36
2020-06-16,00:15:02,kabel,80406,529
2020-06-16,00:01:04,DC/DC 5V 1W,918,169
2020-06-16,00:01:03,"1kV 0,001kW 100kohm",1,61
2020-06-16,00:01:02,5kV 10W 2500mA,7,58
2020-06-16,00:00:02,kabel,80406,520
2020-06-15,23:46:04,DC/DC 5V 1W,918,204
2020-06-15,23:46:03,"1kV 0,001kW 100kohm",1,50
2020-06-15,23:46:02,5kV 10W 2500mA,7,52
2020-06-15,23:45:02,kabel,80406,534
2020-06-15,23:31:04,DC/DC 5V 1W,918,178
2020-06-15,23:31:03,"1kV 0,001kW 100kohm",1,48
2020-06-15,23:31:02,5kV 10W 2500mA,7,72
2020-06-15,23:30:03,kabel,80406,497
2020-06-15,23:16:04,DC/DC 5V 1W,918,192
2020-06-15,23:16:03,"1kV 0,001kW 100kohm",1,42
2020-06-15,23:16:02,5kV 10W 2500mA,7,65
2020-06-15,23:15:03,kabel,80406,513
2020-06-15,23:01:04,DC/DC 5V 1W,918,218
2020-06-15,23:01:03,"1kV 0,001kW 100kohm",1,46
2020-06-15,23:01:02,5kV 10W 2500mA,7,51
2020-06-15,23:00:02,kabel,80406,550
2020-06-15,22:46:04,DC/DC 5V 1W,918,209
2020-06-15,22:46:03,"1kV 0,001kW 100kohm",1,52
2020-06-15,22:46:02,5kV 10W 2500mA,7,46
2020-06-15,22:45:02,kabel,80406,520
2020-06-15,22:31:04,DC/DC 5V 1W,918,189
2020-06-15,22:31:03,"1kV 0,001kW 100kohm",1,34
2020-06-15,22:31:02,5kV 10W 2500mA,7,48
2020-06-15,22:30:03,kabel,80406,576
2020-06-15,22:16:04,DC/DC 5V 1W,918,215
2020-06-15,22:16:03,"1kV 0,001kW 100kohm",1,63
2020-06-15,22:15:02,kabel,80406,538
2020-06-15,22:01:04,DC/DC 5V 1W,918,272
2020-06-15,22:01:03,"1kV 0,001kW 100kohm",1,44
2020-06-15,22:01:01,5kV 10W 2500mA,7,51
2020-06-15,22:00:02,kabel,80406,515
2020-06-15,21:46:04,DC/DC 5V 1W,918,200
2020-06-15,21:46:04,"1kV 0,001kW 100kohm",1,42
2020-06-15,21:46:02,5kV 10W 2500mA,7,52
2020-06-15,21:45:02,kabel,80406,502
2020-06-15,21:31:04,DC/DC 5V 1W,918,196
2020-06-15,21:31:03,"1kV 0,001kW 100kohm",1,55
2020-06-15,21:31:02,5kV 10W 2500mA,7,56
2020-06-15,21:30:03,kabel,80406,540
2020-06-15,21:16:04,DC/DC 5V 1W,918,219
2020-06-15,21:16:03,"1kV 0,001kW 100kohm",1,56
2020-06-15,21:16:02,5kV 10W 2500mA,7,41
2020-06-15,21:15:02,kabel,80406,492
2020-06-15,21:01:04,DC/DC 5V 1W,918,218
2020-06-15,21:01:03,"1kV 0,001kW 100kohm",1,54
2020-06-15,21:01:02,5kV 10W 2500mA,7,45
2020-06-15,21:00:02,kabel,80406,555
2020-06-15,20:46:04,DC/DC 5V 1W,918,203
2020-06-15,20:46:03,"1kV 0,001kW 100kohm",1,57
2020-06-15,20:46:02,5kV 10W 2500mA,7,69
2020-06-15,20:45:02,kabel,80406,554
2020-06-15,20:31:04,DC/DC 5V 1W,918,179
2020-06-15,20:31:03,"1kV 0,001kW 100kohm",1,40
2020-06-15,20:31:02,5kV 10W 2500mA,7,57
2020-06-15,20:30:02,kabel,80406,490
2020-06-15,20:16:04,DC/DC 5V 1W,918,215
2020-06-15,20:16:03,"1kV 0,001kW 100kohm",1,55
2020-06-15,20:16:01,5kV 10W 2500mA,7,39
2020-06-15,20:15:02,kabel,80406,543
2020-06-15,20:01:04,DC/DC 5V 1W,918,212
2020-06-15,20:01:03,"1kV 0,001kW 100kohm",1,50
2020-06-15,20:01:01,5kV 10W 2500mA,7,56
2020-06-15,20:00:02,kabel,80406,563
2020-06-15,19:46:03,DC/DC 5V 1W,918,187
2020-06-15,19:46:03,"1kV 0,001kW 100kohm",1,45
2020-06-15,19:46:01,5kV 10W 2500mA,7,52
2020-06-15,19:45:02,kabel,80406,576
2020-06-15,19:31:03,DC/DC 5V 1W,918,168
2020-06-15,19:31:03,"1kV 0,001kW 100kohm",1,72
2020-06-15,19:31:01,5kV 10W 2500mA,7,51
2020-06-15,19:30:02,kabel,80406,595
2020-06-15,19:16:04,DC/DC 5V 1W,918,227
2020-06-15,19:16:03,"1kV 0,001kW 100kohm",1,47
2020-06-15,19:16:01,5kV 10W 2500mA,7,59
2020-06-15,19:15:02,kabel,80406,560
2020-06-15,19:01:04,DC/DC 5V 1W,918,198
2020-06-15,19:01:04,"1kV 0,001kW 100kohm",1,45
2020-06-15,19:01:02,5kV 10W 2500mA,7,38
2020-06-15,19:00:02,kabel,80406,530
2020-06-15,18:46:03,DC/DC 5V 1W,918,204
2020-06-15,18:46:03,"1kV 0,001kW 100kohm",1,65
2020-06-15,18:46:01,5kV 10W 2500mA,7,41
2020-06-15,18:45:02,kabel,80406,527
2020-06-15,18:31:04,DC/DC 5V 1W,918,169
2020-06-15,18:31:03,"1kV 0,001kW 100kohm",1,38
2020-06-15,18:31:02,5kV 10W 2500mA,7,45
2020-06-15,18:30:02,kabel,80406,595
2020-06-15,18:16:04,DC/DC 5V 1W,918,179
2020-06-15,18:16:03,"1kV 0,001kW 100kohm",1,49
2020-06-15,18:16:01,5kV 10W 2500mA,7,59
2020-06-15,18:15:02,kabel,80406,566
2020-06-15,18:01:04,DC/DC 5V 1W,918,203
2020-06-15,18:01:03,"1kV 0,001kW 100kohm",1,53
2020-06-15,18:01:01,5kV 10W 2500mA,7,52
2020-06-15,18:00:02,kabel,80203,523
2020-06-15,17:46:04,DC/DC 5V 1W,918,177
2020-06-15,17:46:03,"1kV 0,001kW 100kohm",1,58
2020-06-15,17:46:01,5kV 10W 2500mA,7,46
2020-06-15,17:45:02,kabel,80203,518
2020-06-15,17:31:04,DC/DC 5V 1W,918,198
2020-06-15,17:31:03,"1kV 0,001kW 100kohm",1,47
2020-06-15,17:31:01,5kV 10W 2500mA,7,68
2020-06-15,17:30:02,kabel,80203,531
2020-06-15,17:16:03,DC/DC 5V 1W,918,189
2020-06-15,17:16:02,"1kV 0,001kW 100kohm",1,35
2020-06-15,17:16:01,5kV 10W 2500mA,7,50
2020-06-15,17:15:02,kabel,80203,585
2020-06-15,17:01:03,DC/DC 5V 1W,918,185
2020-06-15,17:01:03,"1kV 0,001kW 100kohm",1,58
2020-06-15,17:01:01,5kV 10W 2500mA,7,49
2020-06-15,17:00:02,kabel,80203,511
2020-06-15,16:46:04,DC/DC 5V 1W,918,247
2020-06-15,16:46:03,"1kV 0,001kW 100kohm",1,47
2020-06-15,16:46:02,5kV 10W 2500mA,7,52
2020-06-15,16:45:02,kabel,80203,487
2020-06-15,16:31:04,DC/DC 5V 1W,918,185
2020-06-15,16:31:03,"1kV 0,001kW 100kohm",1,55
2020-06-15,16:31:01,5kV 10W 2500mA,7,50
2020-06-15,16:30:02,kabel,80203,571
2020-06-15,16:16:04,DC/DC 5V 1W,918,209
2020-06-15,16:16:03,"1kV 0,001kW 100kohm",1,48
2020-06-15,16:16:01,5kV 10W 2500mA,7,56
2020-06-15,16:15:02,kabel,80203,471
2020-06-15,16:01:04,DC/DC 5V 1W,918,181
2020-06-15,16:01:03,"1kV 0,001kW 100kohm",1,52
2020-06-15,16:01:02,5kV 10W 2500mA,7,41
2020-06-15,16:00:02,kabel,80203,487
2020-06-15,15:46:04,DC/DC 5V 1W,918,180
2020-06-15,15:46:03,"1kV 0,001kW 100kohm",1,53
